commodity,variety,city,gap_start,gap_end,gap_weeks
Wheat,,Sargodha,2013-07-05,2013-08-09,6
Wheat,,Sargodha,2013-12-20,2014-05-09,21
Wheat,,Sargodha,2014-06-27,2014-08-01,6
Wheat,,Sargodha,2018-05-25,2018-06-22,5
Wheat,,Sargodha,2019-04-26,2019-06-14,8
Wheat,,Sargodha,2020-02-21,2020-03-20,5
Wheat,,Sargodha,2020-05-22,2020-08-21,14
Wheat,,Sargodha,2020-09-04,2020-10-02,5
Wheat,,Sargodha,2021-05-07,2021-06-18,7
Wheat,,Sialkot,2009-02-06,2009-05-08,14
Wheat,,Sialkot,2009-08-28,2009-09-25,5
Wheat,,Sialkot,2010-10-15,2011-05-20,32
Wheat,,Sialkot,2011-06-10,2011-07-08,5
Wheat,,Sialkot,2011-07-22,2011-09-16,9
Wheat,,Sialkot,2012-07-20,2012-08-31,7
Wheat,,Sialkot,2012-11-09,2013-06-21,33
Wheat,,Sialkot,2013-07-26,2013-08-23,5
Wheat,,Sialkot,2013-11-29,2014-05-16,25
Wheat,,Sialkot,2014-06-06,2015-06-12,54
Wheat,,Sialkot,2015-09-25,2017-02-10,73
Wheat,,Sialkot,2017-06-16,2017-09-15,14
Wheat,,Sialkot,2017-09-29,2018-04-27,31
Wheat,,Sialkot,2018-11-30,2019-05-03,23
Wheat,,Sialkot,2019-08-30,2023-02-03,180
